n,c,compression_time,prediction_time,recall
4,8,1.504143476486206,0.07166600227355957,0.5830000000000001
4,9,2.4281795024871826,0.09142255783081055,0.6293
4,10,3.5321619510650635,0.1030421257019043,0.67
